ms,sensor1
15338663,0.266
15339677,0.27
15340691,0.272
15341705,0.271
15342719,0.27
15343733,0.271
15344747,0.265
15345761,0.269
15346775,0.258
15347789,0.28
15348801,0.266
15349815,0.271
15350829,0.28
15351843,0.278
15352857,0.282
15353871,0.279
15354885,0.284
15355899,0.259
15356913,0.27
15357927,0.27
15358941,0.267
15359955,0.283
15360969,0.272
15361983,0.274
15362997,0.283
15364011,0.281
15365025,0.27
15366039,0.281
15367053,0.279
15368067,0.27
15369081,0.265
15370095,0.263
15371109,0.268
15372123,0.285
15373141,0.285
15374155,0.271
15375169,0.279
15376183,0.281
15377197,0.259
15378211,0.293
15379225,0.28
15380239,0.271
15381253,0.28
15382267,0.276
15383281,0.283
15384295,0.28
15385309,0.272
15386323,0.279
15387337,0.281
15388351,0.28
15389365,0.283
15390379,0.265
15391393,0.273
15392407,0.258
15393421,0.271
15394435,0.27
15395449,0.285
15396467,0.279
15397481,0.263
15398495,0.27
15399509,0.284
15400523,0.284
15401537,0.268
15402551,0.279
15403565,0.28
15404579,0.262
15405593,0.284
15406607,0.272
15407621,0.266
15408635,0.265
15409649,0.277
15410663,0.283
15411677,0.28
15412691,0.279
15413705,0.282
15414719,0.269
15415733,0.278
15416747,0.281
15417761,0.266
15418775,0.269
15419793,0.27
15420807,0.287
15421821,0.294
15422835,0.285
15423849,0.278
15424863,0.281
15425877,0.282
15426891,0.27
15427905,0.281
15428919,0.27
15429933,0.28
15430947,0.281
15431961,0.293
15432975,0.271
15433989,0.281
15435003,0.293
15436017,0.27
15437031,0.28
15438045,0.278
15439059,0.27
15440073,0.268
15441087,0.265
15442101,0.285
15443115,0.247
15444133,0.277
15445147,0.27
15446161,0.277
15447175,0.272
15448189,0.27
15449203,0.262
15450217,0.29
15451231,0.296
15452245,0.271
15453259,0.299
15454273,0.266
15455287,0.283
15456301,0.264
15457315,0.279
15458329,0.282
15459343,0.268
15460357,0.278
15461371,0.286
15462385,0.28
15463399,0.278
15464413,0.286
15465427,0.293
15466441,0.278
15467459,0.284
15468473,0.268
15469487,0.283
15470501,0.27
15471515,0.27
15472529,0.28
15473543,0.27
15474557,0.266
15475571,0.262
15476585,0.277
15477599,0.27
15478613,0.264
15479627,0.247
15480641,0.28
15481655,0.28
15482669,0.285
15483683,0.297
15484697,0.284
15485711,0.28
15486725,0.257
15487739,0.281
15488753,0.286
15489767,0.268
15490785,0.27
15491799,0.281
15492813,0.27
15493827,0.271
15494841,0.297
15495855,0.28
15496869,0.273
15497883,0.278
15498897,0.269
15499911,0.281
15500925,0.28
15501939,0.258
15502953,0.282
15503967,0.27
15504981,0.266
15505995,0.277
15507009,0.281
15508023,0.281
15509037,0.27
15510051,0.268
15511065,0.267
15512088,0.271
15513102,0.27
15514120,0.274
15515134,0.27
15516148,0.27
15517162,0.259
15518176,0.253
15519190,0.267
15520204,0.278
15521218,0.285
15522232,0.268
15523246,0.284
15524260,0.265
15525274,0.246
15526313,0.281
15527327,0.291
15528341,0.264
15529355,0.258
15530369,0.261
15531383,0.263
15532397,0.278
15533411,0.289
15534425,0.277
15535439,0.259
15536453,0.262
15537474,0.278
15538492,0.294
15539506,0.282
15540520,0.282
15541534,0.259
15542548,0.28
15543562,0.266
15544576,0.277
15545590,0.285
15546604,0.277
15547618,0.277
15548642,0.265
15549656,0.268
15550670,0.278
15551684,0.288
15552698,0.27
15553712,0.28
15554726,0.275
15555740,0.263
15556754,0.288
15557768,0.278
15558782,0.27
15559796,0.266
15560810,0.278
15561828,0.266
15562842,0.26
15563856,0.258
15564870,0.268
15565884,0.278
15566898,0.27
15567912,0.282
15568926,0.283
15569940,0.282
15570954,0.269
15571968,0.29
15572982,0.278
15573996,0.285
15575010,0.277
15576024,0.285
15577038,0.264
15578052,0.262
15579066,0.283
15580080,0.284
15581094,0.259
15582108,0.278
15583122,0.282
15584136,0.266
15585153,0.265
15586167,0.284
15587181,0.279
15588195,0.289
15589209,0.27
15590223,0.262
15591237,0.29
15592251,0.278
15593265,0.277
15594279,0.279
15595293,0.268
15596307,0.279
15597321,0.258
15598335,0.267
15599349,0.25
15600363,0.276
15601377,0.277
15602391,0.291
15603405,0.277
15604419,0.268
15605433,0.277
15606447,0.282
15607461,0.277
15608473,0.277
15609496,0.289
15610510,0.278
15611524,0.277
15612538,0.267
15613552,0.268
15614566,0.277
15615580,0.265
15616594,0.268
15617608,0.268
15618622,0.277
15619636,0.252
15620650,0.286
15621664,0.269
15622678,0.277
15623692,0.268
15624706,0.256
15625720,0.277
15626734,0.284
15627748,0.268
15628762,0.274
15629776,0.283
15630790,0.275
15631804,0.277
15632821,0.269
15633835,0.293
15634849,0.293
15635863,0.281
15636877,0.272
15637891,0.259
15638905,0.249
15639919,0.263
15640933,0.279
15641947,0.277
15642961,0.269
15643975,0.285
15644989,0.263
15646003,0.266
15647017,0.28
15648031,0.277
15649045,0.267
15650059,0.28
15651073,0.27
15652087,0.285
15653101,0.279
15654115,0.277
15655129,0.287
15656146,0.265
15657160,0.267
15658174,0.284
15659188,0.278
15660202,0.278
15661216,0.275
15662231,0.27
15663245,0.262
15664259,0.265
15665273,0.277
15666287,0.278
15667301,0.265
15668315,0.285
15669329,0.277
15670343,0.283
15671357,0.282
15672371,0.277
15673385,0.258
15674399,0.258
15675413,0.269
15676427,0.275
15677441,0.287
15678455,0.267
15679473,0.266
15680487,0.269
15681501,0.277
15682515,0.28
15683529,0.267
15684543,0.279
15685557,0.275
15686571,0.254
15687585,0.268
15688599,0.284
15689613,0.262
15690627,0.288
15691641,0.246
15692655,0.276
15693669,0.279
15694683,0.276
15695697,0.267
15696711,0.279
15697725,0.258
15698739,0.281
15699753,0.279
15700767,0.257
15701781,0.29
15702795,0.27
15703812,0.28
15704826,0.266
15705840,0.277
15706854,0.284
15707868,0.27
15708882,0.296
15709896,0.26
15710910,0.279
15711924,0.269
15712938,0.265
15713952,0.281
15714967,0.282
15715981,0.29
15716995,0.285
15718009,0.27
15719023,0.261
15720037,0.246
15721051,0.281
15722065,0.261
15723079,0.266
15724093,0.272
15725107,0.261
15726121,0.278
15727139,0.276
15728153,0.264
15729167,0.285
15730181,0.26
15731195,0.264
15732209,0.263
15733223,0.284
15734237,0.277
15735251,0.282
15736265,0.286
15737279,0.288
15738293,0.269
15739307,0.282
15740321,0.284
15741335,0.27
15742349,0.281
15743363,0.277
15744377,0.281
15745391,0.279
15746405,0.269
15747419,0.263
15748433,0.265
15749447,0.267
15750465,0.258
15751504,0.278
15752518,0.28
15753532,0.265
15754555,0.268
15755569,0.282
15756583,0.261
15757597,0.277
15758611,0.258
15759625,0.276
15760639,0.263
15761653,0.268
15762667,0.258
15763681,0.265
15764695,0.28
15765709,0.277
15766723,0.264
15767737,0.278
15768751,0.275
15769765,0.266
15770779,0.284
15771793,0.266
15772807,0.28
15773824,0.28
15774838,0.264
15775852,0.277
15776873,0.266
15777887,0.283
15778901,0.264
15779915,0.244
15780929,0.269
15781943,0.276
15782957,0.26
15783971,0.264
15784985,0.275
15785999,0.264
15787013,0.266
15788027,0.256
15789041,0.264
15790055,0.263
15791069,0.266
15792083,0.264
15793098,0.278
15794112,0.277
15795126,0.277
15796140,0.259
15797154,0.262
15798171,0.268
15799185,0.274
15800199,0.277
15801213,0.282
15802227,0.276
15803251,0.242
15804265,0.254
15805279,0.262
15806293,0.278
15807307,0.276
15808321,0.267
15809335,0.284
15810349,0.275
15811363,0.286
15812377,0.281
15813391,0.261
15814405,0.274
15815419,0.273
15816433,0.265
15817447,0.259
15818461,0.274
15819475,0.264
15820489,0.285
15821506,0.266
15822520,0.268
15823534,0.278
15824548,0.281
15825562,0.265
15826576,0.248
15827590,0.263
15828604,0.28
15829618,0.277
15830632,0.262
15831646,0.285
15832660,0.276
15833674,0.281
15834688,0.265
15835702,0.239
15836716,0.28
15837730,0.274
15838744,0.262
15839758,0.278
15840772,0.267
15841786,0.263
15842800,0.28
15843814,0.269
15844831,0.265
15845845,0.285
15846859,0.275
15847873,0.247
15848887,0.255
15849901,0.266
15850915,0.279
15851929,0.28
15852943,0.28
15853957,0.286
15854971,0.279
15855985,0.285
15856999,0.278
15858013,0.266
15859028,0.246
15860042,0.281
15861056,0.297
15862070,0.274
15863084,0.266
15864098,0.266
15865112,0.274
15866126,0.275
15867140,0.266
15868152,0.282
15869166,0.277
15870180,0.262
15871194,0.262
15872208,0.277
15873222,0.266
15874236,0.258
15875250,0.289
15876264,0.248
15877278,0.262
15878292,0.275
15879306,0.275
15880320,0.261
15881334,0.258
15882348,0.257
15883362,0.265
15884376,0.278
15885390,0.266
15886404,0.258
15887418,0.281
15888432,0.277
15889446,0.264
15890460,0.26
15891474,0.282
15892492,0.263
15893506,0.253
15894520,0.275
15895534,0.266
15896548,0.291
15897562,0.266
15898576,0.265
15899590,0.285
15900604,0.277
15901618,0.258
15902632,0.266
15903646,0.283
15904660,0.255
15905674,0.28
15906688,0.277
15907702,0.25
15908716,0.263
15909730,0.262
15910744,0.277
15911758,0.265
15912772,0.25
15913786,0.26
15914800,0.277
15915818,0.274
15916832,0.264
15917846,0.281
15918860,0.263
15919874,0.269
15920888,0.272
15921902,0.262
15922916,0.263
15923930,0.277
15924944,0.289
15925958,0.266
15926972,0.264
15927986,0.267
15929000,0.275
15930014,0.277
15931028,0.275
15932042,0.274
15933056,0.263
15934070,0.285
15935084,0.255
15936098,0.277
15937112,0.289
15938126,0.28
15939143,0.274
15940157,0.288
15941171,0.267
15942185,0.258
15943199,0.282
15944213,0.273
15945227,0.246
15946241,0.282
15947255,0.254
15948269,0.285
15949283,0.285
15950297,0.264
15951311,0.267
15952325,0.266
15953339,0.281
15954353,0.265
15955367,0.278
15956381,0.26
15957395,0.266
15958409,0.277
15959423,0.274
15960437,0.264
15961451,0.277
15962466,0.266
15963484,0.274
15964498,0.285
15965512,0.274
15966526,0.262
15967540,0.262
15968554,0.277
15969568,0.285
15970582,0.276
15971596,0.277
15972610,0.274
15973624,0.246
15974638,0.262
15975652,0.263
15976691,0.266
15977705,0.275
15978719,0.299
15979733,0.26
15980747,0.273
15981761,0.274
15982775,0.276
15983789,0.266
15984803,0.265
15985817,0.261
15986835,0.25
15987849,0.276
15988863,0.263
15989877,0.263
15990891,0.279
15991905,0.273
15992919,0.274
15993933,0.27
15994947,0.273
15995961,0.266
15996984,0.285
15997998,0.281
15999012,0.274
16000026,0.255
16001040,0.293
16002054,0.271
16003068,0.262
16004082,0.246
16005096,0.261
16006110,0.253
16007124,0.264
16008138,0.259
16009152,0.287
16010170,0.285
16011184,0.277
16012198,0.254
16013212,0.263
16014226,0.274
16015240,0.254
16016254,0.237
16017268,0.263
16018282,0.264
16019296,0.258
16020317,0.266
16021331,0.274
16022345,0.26
16023359,0.264
16024373,0.254
16025387,0.273
16026401,0.264
16027415,0.266
16028429,0.256
16029443,0.264
16030457,0.266
16031471,0.273
16032485,0.261
16033502,0.277
16034516,0.274
16035530,0.272
16036544,0.276
16037558,0.28
16038572,0.27
16039586,0.283
16040600,0.277
16041614,0.27
16042628,0.274
16043642,0.261
16044656,0.262
16045670,0.277
16046684,0.257
16047698,0.281
16048712,0.264
16049726,0.247
16050740,0.274
16051754,0.277
16052768,0.274
16053782,0.263
16054796,0.265
16055810,0.279
16056824,0.278
16057851,0.258
16058865,0.266
16059879,0.253
16060893,0.264
16061907,0.262
16062921,0.262
16063935,0.271
16064949,0.262
16065963,0.263
16066977,0.274
16067991,0.279
16069005,0.263
16070019,0.278
16071033,0.281
16072047,0.262
16073061,0.285
16074075,0.276
16075089,0.273
16076103,0.262
16077117,0.265
16078131,0.272
16079145,0.271
16080159,0.279
16081177,0.262
16082191,0.273
16083205,0.277
16084219,0.275
16085233,0.275
16086247,0.278
16087261,0.263
16088275,0.274
16089289,0.262
16090303,0.272
16091317,0.275
16092331,0.232
16093345,0.284
16094359,0.273
16095373,0.254
16096387,0.27
16097401,0.273
16098415,0.276
16099429,0.273
16100443,0.271
16101457,0.289
16102471,0.262
16103485,0.273
16104503,0.273
16105518,0.272
16106532,0.271
16107546,0.263
16108560,0.273
16109574,0.273
16110588,0.262
16111602,0.259
16112616,0.283
16113630,0.277
16114644,0.247
16115658,0.275
16116672,0.256
16117686,0.292
16118700,0.278
16119714,0.26
16120728,0.273
16121742,0.262
16122756,0.274
16123770,0.266
16124784,0.262
16125798,0.273
16126812,0.279
16127824,0.262
16128838,0.281
16129852,0.257
16130866,0.261
16131880,0.262
16132894,0.264
16133908,0.27
16134922,0.263
16135936,0.271
16136950,0.279
16137964,0.262
16138978,0.27
16139992,0.262
16141006,0.257
16142020,0.277
16143034,0.263
16144048,0.254
16145062,0.281
16146076,0.283
16147090,0.273
16148104,0.276
16149118,0.28
16150132,0.263
16151146,0.264
16152163,0.265
16153177,0.262
16154191,0.276
16155205,0.246
16156219,0.271
16157233,0.27
16158247,0.263
16159261,0.253
16160275,0.279
16161289,0.274
16162303,0.271
16163317,0.269
16164331,0.261
16165345,0.264
16166359,0.274
16167373,0.27
16168387,0.27
16169401,0.253
16170415,0.274
16171429,0.256
16172443,0.289
16173457,0.261
16174471,0.265
16175489,0.26
16176503,0.262
16177517,0.24
16178531,0.27
16179545,0.259
16180559,0.27
16181573,0.254
16182587,0.25
16183601,0.288
16184615,0.282
16185629,0.262
16186643,0.284
16187657,0.274
16188671,0.272
16189685,0.262
16190699,0.277
16191713,0.265
16192727,0.27
16193741,0.254
16194755,0.274
16195769,0.27
16196783,0.265
16197797,0.254
16198815,0.263
16199829,0.265
16200843,0.261
16201882,0.254
16202896,0.262
16203910,0.276
16204924,0.272
16205938,0.26
16206952,0.262
16207966,0.27
16208980,0.27
16209994,0.277
16211008,0.277
16212022,0.27
16213036,0.271
16214050,0.274
16215064,0.274
16216078,0.262
16217092,0.274
16218106,0.25
16219120,0.273
16220134,0.274
16221148,0.271
16222162,0.29
16223180,0.27
16224194,0.262
16225208,0.249
16226222,0.277
16227236,0.279
16228250,0.262
16229264,0.271
16230278,0.262
16231292,0.26
16232306,0.286
16233320,0.26
16234334,0.259
16235348,0.253
16236362,0.276
16237376,0.254
16238390,0.262
16239413,0.274
16240427,0.266
16241441,0.26
16242455,0.254
16243469,0.27
16244483,0.237
16245497,0.279
16246515,0.26
16247529,0.27
16248543,0.276
16249557,0.267
16250571,0.262
16251585,0.253
16252599,0.272
16253613,0.263
16254627,0.234
16255641,0.277
16256655,0.261
16257669,0.254
16258683,0.254
16259697,0.27
16260711,0.27
16261725,0.27
16262739,0.258
16263760,0.258
16264774,0.241
16265788,0.258
16266802,0.263
16267816,0.277
16268830,0.279
16269848,0.243
16270862,0.278
16271876,0.287
16272890,0.257
16273904,0.271
16274918,0.273
16275932,0.283
16276946,0.254
16277960,0.258
16278974,0.27
16279988,0.288
16281002,0.259
16282016,0.254
16283030,0.259
16284044,0.262
16285058,0.255
16286072,0.262
16287086,0.269
16288100,0.282
16289114,0.273
16290128,0.261
16291142,0.282
16292156,0.258
16293174,0.27
16294188,0.282
16295202,0.262
16296216,0.283
16297230,0.258
16298244,0.274
16299259,0.262
16300273,0.272
16301287,0.277
16302301,0.276
16303315,0.269
16304329,0.27
16305343,0.27
16306357,0.27
16307371,0.265
16308385,0.271
16309399,0.257
16310413,0.275
16311427,0.269
16312451,0.262
16313465,0.277
16314479,0.27
16315493,0.246
16316507,0.277
16317525,0.275
16318539,0.272
16319553,0.27
16320567,0.282
16321581,0.269
16322595,0.269
16323609,0.272
16324623,0.277
16325637,0.273
16326651,0.27
16327665,0.277
16328679,0.26
16329693,0.269
16330707,0.273
16331721,0.261
16332735,0.255
16333749,0.27
16334763,0.26
16335777,0.276
16336791,0.27
16337805,0.258
16338819,0.27
16339833,0.27
16340851,0.256
16341865,0.272
16342879,0.25
16343893,0.272
16344907,0.278
16345921,0.28
16346935,0.245
16347949,0.281
16348963,0.287
16349977,0.27
16350991,0.248
16352005,0.285
16353019,0.294
16354033,0.277
16355047,0.269
16356061,0.278
16357075,0.25
16358089,0.281
16359103,0.269
16360117,0.269
16361131,0.26
16362145,0.27
16363159,0.269
16364175,0.276
16365189,0.27
16366203,0.261
16367217,0.272
16368231,0.275
16369245,0.27
16370259,0.281
16371273,0.266
16372287,0.246
16373301,0.258
16374315,0.261
16375329,0.253
16376343,0.254
16377357,0.272
16378371,0.25
16379385,0.259
16380399,0.262
16381413,0.261
16382427,0.267
16383441,0.277
16384455,0.277
16385469,0.277
16386483,0.252
16387495,0.277
16388509,0.27
16389523,0.259
16390537,0.276
16391551,0.273
16392565,0.25
16393579,0.243
16394593,0.277
16395607,0.271
16396621,0.266
16397635,0.271
16398649,0.269
16399663,0.258
16400677,0.27
16401691,0.27
16402705,0.243
16403719,0.276
16404733,0.27
16405747,0.249
16406761,0.285
16407775,0.259
16408789,0.262
16409803,0.274
16410817,0.262
16411835,0.259
16412849,0.253
16413863,0.254
16414877,0.256
16415891,0.26
16416905,0.272
16417919,0.258
16418933,0.254
16419947,0.259
16420961,0.26
16421975,0.25
16422989,0.249
16424003,0.266
16425017,0.266
16426031,0.257
16427070,0.253
16428084,0.245
16429098,0.261
16430112,0.254
16431126,0.283
16432140,0.255
16433154,0.254
16434168,0.261
16435186,0.258
16436200,0.262
16437214,0.247
16438228,0.246
16439242,0.26
16440256,0.266
16441270,0.27
16442284,0.275
16443298,0.259
16444312,0.278
16445326,0.266
16446340,0.29
16447354,0.232
16448368,0.275
16449382,0.269
16450396,0.276
16451410,0.281
16452424,0.246
16453438,0.255
16454452,0.249
16455466,0.272
16456480,0.258
16457494,0.249
16458512,0.267
16459526,0.285
16460540,0.274
16461554,0.261
16462568,0.27
16463582,0.255
16464596,0.264
16465610,0.246
16466624,0.269
16467638,0.266
16468652,0.279
16469666,0.256
16470680,0.257
16471694,0.259
16472708,0.269
16473722,0.273
16474736,0.258
16475750,0.258
16476764,0.269
16477778,0.26
16478792,0.246
16479806,0.254
16480820,0.255
16481834,0.274
16482861,0.255
16483875,0.248
16484889,0.27
16485903,0.277
16486917,0.232
16487931,0.241
16488945,0.27
16489959,0.269
16490973,0.268
16491987,0.256
16493001,0.267
16494015,0.274
16495029,0.249
16496043,0.258
16497057,0.274
16498071,0.25
16499085,0.26
16500099,0.27
16501113,0.26
16502127,0.274
16503141,0.254
16504155,0.275
16505169,0.268
16506194,0.266
16507208,0.257
16508222,0.263
16509236,0.277
16510250,0.27
16511264,0.255
16512278,0.248
16513292,0.266
16514306,0.25
16515320,0.274
16516334,0.266
16517348,0.275
16518362,0.259
16519376,0.285
16520390,0.27
16521404,0.266
16522418,0.274
16523432,0.255
16524446,0.254
16525460,0.256
16526474,0.257
16527488,0.266
16528502,0.267
16529519,0.273
16530533,0.258
16531547,0.265
16532561,0.269
16533575,0.256
16534589,0.255
16535603,0.258
16536617,0.26
16537631,0.269
16538645,0.256
16539659,0.25
16540673,0.271
16541687,0.259
16542701,0.266
16543715,0.259
16544729,0.25
16545743,0.269
16546757,0.268
16547771,0.267
16548785,0.266
16549799,0.263
16550813,0.266
16551827,0.279
16552845,0.278
16553859,0.268
16554873,0.28
16555887,0.268
16556901,0.275
16557915,0.243
16558929,0.267
16559943,0.266
16560957,0.268
16561971,0.272
16562985,0.244
16563999,0.257
16565013,0.257
16566027,0.259
16567051,0.28
16568065,0.258
16569079,0.267
16570093,0.267
16571107,0.271
16572121,0.275
16573135,0.274
16574149,0.282
16575163,0.257
16576177,0.271
16577194,0.267
16578208,0.266
16579222,0.255
16580236,0.27
16581250,0.273
16582264,0.259
16583278,0.258
16584292,0.257
16585306,0.277
16586320,0.266
16587334,0.281
16588348,0.254
16589362,0.267
16590376,0.259
16591390,0.266
16592404,0.274
16593418,0.266
16594432,0.242
16595446,0.25
16596460,0.27
16597474,0.25
16598488,0.256
16599502,0.246
16600520,0.257
16601534,0.268
16602548,0.287
16603562,0.293
16604576,0.257
16605590,0.266
16606604,0.267
16607618,0.249
16608632,0.243
16609646,0.263
16610660,0.264
16611674,0.267
16612688,0.258
16613702,0.247
16614716,0.268
16615730,0.25
16616744,0.253
16617758,0.25
16618772,0.272
16619786,0.258
16620800,0.269
16621814,0.256
16622828,0.27
16623846,0.25
16624860,0.247
16625874,0.249
16626888,0.254
16627902,0.263
16628916,0.278
16629930,0.265
16630944,0.263
16631958,0.253
16632972,0.27
16633986,0.266
16635000,0.256
16636014,0.271
16637028,0.266
16638042,0.249
16639056,0.258
16640070,0.27
16641084,0.282
16642098,0.272
16643112,0.269
16644126,0.268
16645140,0.268
16646154,0.261
16647166,0.249
16648180,0.25
16649194,0.264
16650208,0.235
16651222,0.243
16652261,0.269
16653275,0.258
16654289,0.254
16655303,0.267
16656317,0.265
16657331,0.271
16658345,0.277
16659359,0.267
16660373,0.258
16661387,0.278
16662401,0.25
16663415,0.259
16664429,0.25
16665443,0.247
16666457,0.257
16667471,0.254
16668485,0.25
16669499,0.27
16670513,0.263
16671531,0.256
16672545,0.255
16673559,0.268
16674573,0.254
16675587,0.259
16676601,0.272
16677615,0.255
16678629,0.257
16679643,0.283
16680657,0.26
16681671,0.26
16682685,0.248
16683699,0.25
16684713,0.256
16685727,0.254
16686741,0.255
16687755,0.283
16688769,0.266
16689783,0.264
16690797,0.27
16691811,0.27
16692825,0.244
16693839,0.247
16694857,0.27
16695871,0.277
16696885,0.279
16697899,0.27
16698913,0.259
16699927,0.277
16700941,0.237
16701955,0.235
16702969,0.23
16703983,0.243
16704997,0.254
16706011,0.257
16707025,0.268
16708039,0.271
16709053,0.268
16710067,0.277
16711081,0.266
16712095,0.262
16713109,0.245
16714123,0.243
16715137,0.267
16716151,0.255
16717165,0.253
16718183,0.255
16719197,0.266
16720211,0.258
16721225,0.264
16722239,0.265
16723253,0.254
16724276,0.278
16725290,0.274
16726304,0.257
16727318,0.28
16728332,0.266
16729346,0.272
16730360,0.27
16731374,0.256
16732388,0.265
16733402,0.243
16734416,0.265
16735430,0.27
16736444,0.246
16737458,0.256
16738472,0.255
16739486,0.273
16740500,0.257
16741514,0.266
16742532,0.245
16743546,0.271
16744560,0.254
16745574,0.255
16746588,0.249
16747602,0.265
16748616,0.239
16749637,0.257
16750651,0.267
16751665,0.266
16752679,0.264
16753693,0.254
16754707,0.274
16755721,0.268
16756735,0.266
16757749,0.27
16758763,0.255
16759777,0.253
16760791,0.264
16761805,0.267
16762819,0.266
16763833,0.272
16764847,0.271
16765865,0.243
16766879,0.277
16767893,0.266
16768907,0.27
16769921,0.263
16770935,0.263
16771949,0.254
16772963,0.261
16773977,0.267
16774991,0.273
16776005,0.246
16777019,0.268
16778033,0.257
16779047,0.27
16780061,0.25
16781075,0.256
16782089,0.248
16783103,0.253
16784117,0.268
16785131,0.266
16786145,0.248
16787159,0.277
16788173,0.25
16789190,0.276
16790204,0.255
16791218,0.268
16792232,0.254
16793246,0.266
16794260,0.267
16795274,0.279
16796288,0.272
16797302,0.27
16798316,0.254
16799330,0.266
16800344,0.254
16801358,0.244
16802372,0.254
16803386,0.277
16804400,0.263
16805414,0.25
16806428,0.257
16807442,0.246
16808456,0.264
16809470,0.265
16810484,0.264
16811498,0.267
16812516,0.266
16813530,0.25
16814544,0.246
16815558,0.257
16816572,0.253
16817586,0.247
16818600,0.254
16819614,0.261
16820628,0.25
16821652,0.264
16822666,0.275
16823680,0.269
16824694,0.266
16825708,0.253
16826722,0.25
16827736,0.264
16828750,0.254
16829764,0.268
16830778,0.272
16831792,0.264
16832806,0.263
16833820,0.256
16834834,0.262
16835848,0.265
16836866,0.246
16837880,0.269
16838894,0.255
16839908,0.253
16840922,0.28
16841936,0.271
16842950,0.267
16843964,0.245
16844978,0.255
16845992,0.254
16847006,0.249
16848020,0.266
16849034,0.269
16850048,0.255
16851062,0.228
16852076,0.263
16853090,0.246
16854104,0.272
16855118,0.269
16856132,0.254
16857146,0.27
16858160,0.255
16859174,0.256
16860192,0.254
16861206,0.247
16862220,0.273
16863234,0.246
16864248,0.266
16865262,0.266
16866276,0.247
16867290,0.253
16868304,0.285
16869318,0.255
16870332,0.254
16871346,0.241
16872360,0.254
16873374,0.263
16874388,0.268
16875402,0.243
16876416,0.282
16877455,0.249
16878469,0.27
16879483,0.27
16880497,0.25
16881511,0.263
16882525,0.234
16883543,0.267
16884557,0.266
16885571,0.266
16886585,0.255
16887599,0.255
16888613,0.265
16889627,0.27
16890641,0.262
16891655,0.277
16892669,0.263
16893683,0.253
16894697,0.266
16895711,0.255
16896725,0.246
16897739,0.253
16898753,0.263
16899767,0.266
16900781,0.254
16901795,0.255
16902809,0.258
16903823,0.242
16904837,0.27
16905851,0.266
16906863,0.273
16907877,0.253
16908891,0.266
16909905,0.254
16910919,0.254
16911933,0.263
16912947,0.254
16913961,0.264
16914975,0.28
16915989,0.249
16917003,0.242
16918017,0.255
16919031,0.255
16920045,0.254
16921059,0.24
16922073,0.254
16923087,0.273
16924101,0.266
16925115,0.272
16926129,0.249
16927143,0.25
16928157,0.25
16929171,0.255
16930185,0.254
16931203,0.266
16932217,0.244
16933231,0.278
16934245,0.266
16935259,0.245
16936273,0.262
16937287,0.246
16938301,0.266
16939315,0.253
16940329,0.254
16941343,0.25
16942357,0.269
16943371,0.27
16944385,0.266
16945399,0.27
16946413,0.252
16947427,0.239
16948441,0.242
16949455,0.275
16950469,0.262
16951483,0.246
16952497,0.283
16953511,0.262
16954529,0.25
16955543,0.273
16956557,0.268
16957571,0.265
16958585,0.267
16959599,0.254
16960613,0.244
16961627,0.265
16962641,0.266
16963655,0.25
16964669,0.262
16965683,0.262
16966706,0.253
16967720,0.264
16968734,0.252
16969748,0.253
16970762,0.262
16971776,0.264
16972790,0.25
16973804,0.254
16974818,0.263
16975832,0.254
16976846,0.262
16977864,0.26
16978878,0.249
16979892,0.239
16980906,0.265
16981920,0.238
16982934,0.263
16983948,0.262
16984962,0.266
16985976,0.254
16986990,0.284
16988004,0.265
16989018,0.25
16990032,0.267
16991046,0.263
16992060,0.263
16993081,0.27
16994095,0.267
16995109,0.243
16996123,0.247
16997137,0.246
16998151,0.27
16999165,0.25
17000179,0.255
17001193,0.261
17002211,0.277
17003225,0.262
17004239,0.253
17005253,0.269
17006267,0.242
17007281,0.254
17008295,0.258
17009309,0.263
17010323,0.27
17011337,0.253
17012351,0.242
17013365,0.271
17014379,0.261
17015393,0.264
17016407,0.27
17017421,0.262
17018435,0.253
17019449,0.256
17020463,0.258
17021477,0.236
17022491,0.262
17023505,0.266
17024519,0.262
17025537,0.267
17026551,0.261
17027565,0.267
17028579,0.252
17029593,0.262
17030607,0.253
17031621,0.253
17032635,0.262
17033649,0.266
17034663,0.246
17035677,0.263
17036691,0.243
17037705,0.255
17038719,0.246
17039733,0.263
17040747,0.267
17041761,0.269
17042775,0.25
17043789,0.241
17044803,0.242
17045817,0.25
17046831,0.25
17047845,0.262
17048863,0.254
17049877,0.242
17050891,0.252
17051905,0.262
17052919,0.25
17053933,0.264
17054947,0.261
17055961,0.262
17056975,0.271
17057989,0.271
17059003,0.263
17060017,0.27
17061031,0.262
17062045,0.253
17063059,0.245
17064073,0.265
17065087,0.262
17066101,0.246
17067115,0.263
17068129,0.268
17069143,0.273
17070157,0.27
17071171,0.267
17072189,0.253
17073203,0.246
17074217,0.263
17075231,0.261
17076255,0.279
17077269,0.263
17078283,0.247
17079297,0.263
17080311,0.265
17081325,0.254
17082339,0.272
17083353,0.253
17084367,0.252
17085381,0.262
17086395,0.24
17087409,0.261
17088423,0.261
17089437,0.249
17090451,0.248
17091465,0.278
17092479,0.262
17093493,0.253
17094507,0.266
17095521,0.27
17096539,0.262
17097553,0.27
17098567,0.262
17099581,0.261
17100595,0.249
17101609,0.239
17102648,0.262
17103662,0.263
17104676,0.261
17105690,0.245
17106704,0.265
17107718,0.268
17108732,0.264
17109746,0.26
17110760,0.254
17111774,0.266
