ms,sensor1
5001187,0.435
5002201,0.435
5003215,0.434
5004229,0.425
5005243,0.418
5006257,0.417
5007271,0.434
5008285,0.436
5009299,0.426
5010313,0.423
5011327,0.426
5012341,0.434
5013355,0.416
5014369,0.435
5015383,0.431
5016397,0.428
5017411,0.422
5018425,0.437
5019442,0.435
5020456,0.438
5021470,0.427
5022484,0.441
5023498,0.442
5024512,0.436
5025526,0.434
5026540,0.443
5027554,0.429
5028568,0.439
5029582,0.43
5030596,0.429
5031610,0.434
5032624,0.436
5033638,0.438
5034652,0.434
5035666,0.431
5036680,0.435
5037694,0.428
5038708,0.428
5039722,0.445
5040736,0.412
5041750,0.443
5042764,0.436
5043781,0.428
5044795,0.427
5045809,0.455
5046823,0.428
5047837,0.44
5048851,0.434
5049865,0.436
5050879,0.43
5051893,0.434
5052907,0.422
5053921,0.419
5054935,0.441
5055949,0.438
5056963,0.439
5057977,0.43
5058991,0.439
5060005,0.43
5061019,0.434
5062033,0.428
5063047,0.437
5064061,0.439
5065075,0.425
5066089,0.43
5067103,0.424
5068120,0.436
5069134,0.429
5070148,0.429
5071162,0.428
5072176,0.441
5073190,0.435
5074204,0.434
5075218,0.422
5076232,0.426
5077246,0.43
5078260,0.433
5079274,0.438
5080288,0.441
5081302,0.439
5082316,0.418
5083330,0.428
5084344,0.44
5085358,0.445
5086372,0.433
5087395,0.436
5088409,0.427
5089423,0.434
5090437,0.444
5091451,0.43
5092465,0.434
5093482,0.435
5094496,0.43
5095518,0.43
5096532,0.415
5097546,0.418
5098560,0.434
5099574,0.445
5100588,0.426
5101602,0.427
5102616,0.428
5103630,0.408
5104644,0.425
5105658,0.434
5106672,0.429
5107686,0.438
5108700,0.418
5109714,0.427
5110728,0.433
5111742,0.418
5112756,0.414
5113770,0.434
5114784,0.43
5115798,0.427
5116812,0.427
5117830,0.424
5118844,0.433
5119858,0.434
5120882,0.434
5121896,0.428
5122910,0.432
5123924,0.426
5124938,0.434
5125952,0.437
5126966,0.434
5127980,0.411
5128994,0.43
5130008,0.423
5131022,0.433
5132036,0.428
5133050,0.402
5134064,0.423
5135078,0.434
5136092,0.432
5137106,0.426
5138120,0.433
5139134,0.422
5140148,0.434
5141162,0.427
5142180,0.43
5143194,0.441
5144208,0.426
5145222,0.427
5146236,0.435
5147250,0.422
5148264,0.427
5149278,0.424
5150292,0.439
5151306,0.429
5152320,0.419
5153334,0.427
5154348,0.434
5155362,0.427
5156376,0.434
5157390,0.435
5158404,0.428
5159418,0.417
5160432,0.432
5161446,0.439
5162460,0.441
5163474,0.426
5164488,0.43
5165502,0.45
5166516,0.415
5167559,0.428
5168573,0.432
5169587,0.421
5170601,0.444
5171615,0.434
5172629,0.426
5173643,0.434
5174657,0.434
5175671,0.429
5176685,0.409
5177699,0.426
5178713,0.434
5179727,0.427
5180741,0.438
5181755,0.437
5182769,0.427
5183783,0.419
5184797,0.419
5185811,0.41
5186825,0.435
5187839,0.413
5188853,0.444
5189867,0.433
5190881,0.421
5191899,0.425
5192913,0.421
5193927,0.441
5194941,0.436
5195955,0.427
5196969,0.431
5197983,0.434
5198997,0.424
5200011,0.427
5201025,0.426
5202039,0.434
5203053,0.43
5204067,0.438
5205081,0.456
5206095,0.431
5207109,0.413
5208123,0.426
5209137,0.418
5210151,0.433
5211165,0.424
5212179,0.433
5213193,0.433
5214207,0.435
5215221,0.426
5216235,0.418
5217253,0.435
5218267,0.424
5219281,0.432
5220295,0.436
5221309,0.433
5222323,0.432
5223337,0.434
5224351,0.418
5225365,0.421
5226379,0.413
5227393,0.432
5228407,0.434
5229421,0.427
5230435,0.421
5231449,0.428
5232463,0.42
5233477,0.433
5234491,0.432
5235505,0.432
5236519,0.431
5237533,0.423
5238547,0.418
5239561,0.431
5240575,0.422
5241592,0.431
5242606,0.431
5243620,0.424
5244634,0.432
5245648,0.437
5246662,0.437
5247676,0.425
5248690,0.426
5249704,0.433
5250718,0.438
5251732,0.431
5252746,0.427
5253760,0.437
5254774,0.427
5255788,0.431
5256802,0.435
5257816,0.431
5258830,0.44
5259844,0.43
5260858,0.427
5261872,0.409
5262886,0.433
5263900,0.435
5264914,0.431
5265932,0.426
5266946,0.427
5267960,0.432
5268974,0.434
5269988,0.434
5271002,0.423
5272016,0.432
5273030,0.434
5274044,0.43
5275058,0.431
5276072,0.422
5277086,0.425
5278100,0.43
5279114,0.43
5280128,0.434
5281142,0.432
5282156,0.443
5283170,0.431
5284184,0.432
5285198,0.425
5286212,0.431
5287226,0.431
5288240,0.434
5289254,0.431
5290268,0.432
5291285,0.43
5292299,0.425
5293313,0.436
5294327,0.413
5295341,0.431
5296355,0.435
5297369,0.431
5298383,0.419
5299397,0.435
5300411,0.41
5301425,0.434
5302439,0.447
5303453,0.43
5304467,0.43
5305481,0.422
5306495,0.432
5307509,0.432
5308523,0.423
5309537,0.432
5310551,0.425
5311565,0.426
5312579,0.426
5313593,0.453
5314607,0.432
5315625,0.43
5316639,0.426
5317653,0.438
5318667,0.433
5319681,0.424
5320695,0.43
5321709,0.425
5322723,0.442
5323737,0.449
5324751,0.421
5325765,0.404
5326779,0.429
5327793,0.424
5328816,0.441
5329830,0.439
5330844,0.431
5331858,0.435
5332872,0.447
5333886,0.438
5334900,0.426
5335914,0.426
5336928,0.423
5337942,0.424
5338956,0.435
5339976,0.421
5340990,0.432
5342004,0.424
5343018,0.429
5344032,0.424
5345046,0.429
5346060,0.417
5347074,0.43
5348088,0.429
5349102,0.446
5350116,0.424
5351130,0.425
5352144,0.426
5353158,0.419
5354172,0.43
5355186,0.422
5356200,0.432
5357214,0.431
5358228,0.423
5359242,0.432
5360256,0.415
5361270,0.434
5362284,0.431
5363298,0.433
5364312,0.429
5365330,0.43
5366344,0.414
5367358,0.434
5368372,0.433
5369386,0.43
5370400,0.433
5371414,0.426
5372428,0.426
5373442,0.422
5374456,0.433
5375480,0.438
5376494,0.418
5377508,0.432
5378522,0.425
5379536,0.438
5380550,0.423
5381564,0.418
5382578,0.431
5383592,0.434
5384606,0.43
5385620,0.422
5386634,0.432
5387648,0.44
5388662,0.439
5389680,0.418
5390694,0.423
5391708,0.433
5392747,0.429
5393761,0.41
5394775,0.43
5395789,0.44
5396803,0.43
5397817,0.424
5398831,0.424
5399845,0.437
5400859,0.426
5401873,0.418
5402887,0.425
5403901,0.422
5404915,0.425
5405929,0.42
5406943,0.419
5407957,0.44
5408971,0.43
5409985,0.415
5410999,0.429
5412013,0.424
5413027,0.419
5414041,0.421
5415059,0.421
5416073,0.412
5417087,0.43
5418101,0.434
5419115,0.43
5420129,0.424
5421143,0.426
5422157,0.43
5423171,0.429
5424185,0.417
5425199,0.422
5426213,0.429
5427227,0.455
5428241,0.429
5429255,0.429
5430269,0.43
5431283,0.432
5432297,0.426
5433311,0.411
5434325,0.433
5435339,0.441
5436353,0.43
5437367,0.426
5438381,0.423
5439399,0.43
5440413,0.424
5441427,0.428
5442441,0.429
5443455,0.423
5444469,0.433
5445483,0.428
5446497,0.43
5447511,0.425
5448525,0.412
5449539,0.424
5450553,0.423
5451567,0.428
5452581,0.429
5453595,0.421
5454609,0.429
5455623,0.439
5456637,0.432
5457651,0.415
5458665,0.422
5459679,0.419
5460693,0.43
5461707,0.422
5462721,0.427
5463739,0.424
5464753,0.429
5465767,0.421
5466781,0.423
5467795,0.411
5468809,0.43
5469823,0.434
5470837,0.423
5471851,0.421
5472865,0.426
5473879,0.421
5474893,0.417
5475907,0.428
5476921,0.432
5477935,0.431
5478949,0.43
5479963,0.428
5480977,0.425
5481991,0.426
5483005,0.418
5484019,0.429
5485033,0.418
5486047,0.42
5487061,0.434
5488075,0.423
5489093,0.426
5490107,0.419
5491121,0.428
5492135,0.417
5493149,0.429
5494163,0.433
5495177,0.426
5496191,0.439
5497205,0.426
5498219,0.433
5499233,0.415
5500247,0.435
5501261,0.429
5502275,0.421
5503289,0.421
5504303,0.434
5505317,0.428
5506331,0.424
5507345,0.423
5508359,0.419
5509373,0.435
5510387,0.429
5511401,0.428
5512415,0.433
5513433,0.423
5514447,0.43
5515461,0.423
5516475,0.428
5517489,0.421
5518503,0.42
5519517,0.429
5520531,0.418
5521545,0.423
5522559,0.429
5523573,0.428
5524587,0.423
5525601,0.437
5526615,0.424
5527629,0.436
5528643,0.431
5529657,0.431
5530671,0.444
5531685,0.429
5532699,0.42
5533713,0.428
5534727,0.424
5535741,0.426
5536755,0.421
5537769,0.43
5538787,0.427
5539801,0.428
5540815,0.429
5541829,0.434
5542843,0.428
5543857,0.419
5544871,0.419
5545885,0.442
5546899,0.429
5547913,0.413
5548927,0.431
5549941,0.421
5550955,0.421
5551969,0.417
5552983,0.422
5553997,0.416
5555011,0.422
5556025,0.418
5557039,0.429
5558053,0.428
5559067,0.413
5560081,0.411
5561095,0.426
5562109,0.427
5563126,0.417
5564140,0.418
5565154,0.422
5566168,0.429
5567182,0.429
5568196,0.421
5569210,0.431
5570224,0.422
5571247,0.416
5572261,0.427
5573275,0.416
5574289,0.426
5575303,0.423
5576317,0.429
5577331,0.427
5578345,0.436
5579359,0.424
5580373,0.42
5581387,0.435
5582401,0.42
5583422,0.41
5584436,0.428
5585450,0.416
5586464,0.422
5587480,0.43
5588494,0.428
5589508,0.413
5590522,0.423
5591536,0.422
5592550,0.415
5593564,0.428
5594578,0.43
5595592,0.442
5596606,0.434
5597620,0.43
5598634,0.423
5599648,0.421
5600662,0.428
5601676,0.43
5602690,0.422
5603704,0.408
5604718,0.422
5605732,0.422
5606746,0.41
5607760,0.426
5608774,0.427
5609788,0.423
5610802,0.431
5611816,0.417
5612833,0.424
5613847,0.418
5614861,0.421
5615875,0.438
5616889,0.421
5617928,0.427
5618942,0.42
5619956,0.438
5620970,0.426
5621984,0.427
5622998,0.429
5624012,0.437
5625026,0.435
5626040,0.422
5627054,0.427
5628068,0.422
5629092,0.423
5630106,0.427
5631120,0.442
5632134,0.412
5633148,0.419
5634162,0.413
5635176,0.428
5636190,0.438
5637207,0.427
5638221,0.426
5639235,0.427
5640249,0.427
5641263,0.423
5642277,0.433
5643291,0.434
5644305,0.423
5645319,0.408
5646333,0.415
5647347,0.418
5648361,0.43
5649375,0.426
5650389,0.41
5651403,0.421
5652417,0.42
5653431,0.429
5654445,0.415
5655459,0.422
5656473,0.428
5657487,0.428
5658501,0.426
5659515,0.421
5660529,0.434
5661547,0.435
5662561,0.434
5663575,0.417
5664589,0.433
5665603,0.426
5666617,0.43
5667631,0.428
5668645,0.421
5669659,0.433
5670673,0.418
5671687,0.428
5672701,0.42
5673715,0.42
5674729,0.423
5675743,0.423
5676757,0.422
5677771,0.428
5678785,0.431
5679799,0.432
5680813,0.421
5681827,0.418
5682841,0.419
5683855,0.431
5684869,0.423
5685883,0.426
5686900,0.421
5687914,0.426
5688928,0.427
5689942,0.428
5690956,0.428
5691970,0.435
5692984,0.438
5693998,0.422
5695012,0.428
5696026,0.418
5697040,0.414
5698054,0.431
5699068,0.425
5700082,0.414
5701096,0.425
5702110,0.425
5703124,0.427
5704138,0.418
5705152,0.428
5706166,0.422
5707180,0.432
5708194,0.428
5709208,0.425
5710222,0.418
5711240,0.422
5712254,0.415
5713268,0.427
5714282,0.426
5715296,0.422
5716310,0.421
5717324,0.422
5718338,0.422
5719352,0.431
5720366,0.414
5721380,0.422
5722394,0.426
5723408,0.426
5724422,0.43
5725436,0.426
5726450,0.41
5727464,0.426
5728478,0.422
5729492,0.419
5730506,0.42
5731520,0.42
5732534,0.433
5733548,0.432
5734562,0.416
5735576,0.421
5736594,0.43
5737608,0.419
5738622,0.427
5739636,0.426
5740650,0.434
5741664,0.426
5742678,0.426
5743692,0.426
5744706,0.421
5745720,0.421
5746734,0.426
5747748,0.422
5748762,0.429
5749776,0.429
5750790,0.433
5751804,0.428
5752818,0.43
5753832,0.422
5754846,0.433
5755860,0.429
5756874,0.426
5757888,0.425
5758902,0.415
5759916,0.426
5760934,0.42
5761948,0.418
5762962,0.419
5763976,0.414
5764990,0.421
5766004,0.421
5767018,0.426
5768032,0.41
5769046,0.431
5770060,0.424
5771074,0.439
5772088,0.419
5773102,0.419
5774116,0.422
5775130,0.422
5776144,0.414
5777158,0.421
5778172,0.409
5779186,0.409
5780200,0.426
5781214,0.426
5782228,0.434
5783242,0.423
5784256,0.421
5785274,0.419
5786288,0.417
5787302,0.413
5788316,0.418
5789330,0.426
5790344,0.418
5791358,0.421
5792372,0.426
5793386,0.426
5794400,0.438
5795414,0.424
5796428,0.418
5797442,0.409
5798456,0.418
5799470,0.421
5800484,0.425
5801498,0.421
5802512,0.421
5803526,0.439
5804540,0.422
5805554,0.418
5806568,0.437
5807582,0.421
5808596,0.42
5809610,0.413
5810627,0.426
5811641,0.429
5812655,0.426
5813678,0.428
5814692,0.428
5815706,0.414
5816720,0.418
5817734,0.434
5818748,0.43
5819762,0.435
5820776,0.418
5821790,0.426
5822804,0.429
5823818,0.426
5824832,0.426
5825846,0.427
5826867,0.422
5827881,0.441
5828895,0.421
5829909,0.415
5830923,0.424
5831937,0.419
5832951,0.405
5833965,0.416
5834982,0.402
5835996,0.424
5837010,0.418
5838024,0.418
5839038,0.426
5840052,0.426
5841066,0.427
5842080,0.429
5843119,0.426
5844133,0.432
5845147,0.428
5846161,0.421
5847175,0.426
5848189,0.419
5849203,0.425
5850217,0.417
5851231,0.424
5852245,0.42
5853259,0.419
5854273,0.421
5855287,0.442
5856301,0.422
5857315,0.412
5858329,0.421
5859341,0.425
5860355,0.425
5861369,0.421
5862383,0.418
5863397,0.438
5864411,0.429
5865425,0.426
5866439,0.41
5867453,0.427
5868467,0.419
5869481,0.426
5870495,0.419
5871509,0.419
5872523,0.415
5873537,0.426
5874551,0.413
5875565,0.423
5876579,0.42
5877593,0.421
5878607,0.421
5879621,0.426
5880635,0.437
5881649,0.441
5882663,0.425
5883687,0.424
5884705,0.425
5885719,0.427
5886733,0.417
5887747,0.425
5888761,0.419
5889775,0.418
5890789,0.412
5891803,0.426
5892817,0.417
5893831,0.435
5894845,0.435
5895859,0.421
5896873,0.426
5897887,0.426
5898901,0.425
5899915,0.426
5900929,0.416
5901943,0.424
5902957,0.428
5903971,0.425
5904985,0.424
5905999,0.42
5907013,0.402
5908027,0.415
5909044,0.419
5910058,0.431
5911072,0.423
5912086,0.426
5913100,0.418
5914114,0.416
5915128,0.43
5916142,0.426
5917156,0.426
5918170,0.424
5919184,0.42
5920198,0.425
5921212,0.407
5922226,0.418
5923240,0.421
5924254,0.429
5925268,0.431
5926282,0.415
5927296,0.43
5928310,0.434
5929324,0.426
5930338,0.419
5931352,0.424
5932366,0.425
5933380,0.434
5934397,0.421
5935411,0.424
5936425,0.423
5937439,0.427
5938453,0.426
5939467,0.418
5940481,0.415
5941495,0.426
5942509,0.423
5943523,0.418
5944537,0.423
5945551,0.408
5946565,0.426
5947579,0.412
5948593,0.433
5949607,0.419
5950621,0.426
5951635,0.419
5952649,0.43
5953663,0.42
5954677,0.44
5955691,0.421
5956705,0.412
5957719,0.426
5958737,0.419
5959751,0.424
5960765,0.418
5961779,0.407
5962793,0.426
5963807,0.419
5964821,0.424
5965835,0.426
5966849,0.418
5967863,0.421
5968877,0.416
5969891,0.418
5970905,0.413
5971919,0.411
5972933,0.423
5973947,0.425
5974961,0.425
5975975,0.418
5976989,0.426
5978003,0.413
5979017,0.426
5980031,0.425
5981045,0.423
5982059,0.425
5983077,0.427
5984091,0.424
5985105,0.418
5986119,0.412
5987133,0.418
5988147,0.423
5989161,0.418
5990175,0.402
5991189,0.423
5992203,0.426
5993217,0.424
5994231,0.411
5995245,0.437
5996259,0.426
5997273,0.418
5998287,0.42
5999301,0.411
6000315,0.428
6001329,0.419
6002343,0.418
6003357,0.405
6004371,0.409
6005385,0.426
6006399,0.423
6007413,0.415
6008430,0.419
6009444,0.422
6010458,0.426
6011472,0.423
6012486,0.417
6013500,0.427
6014514,0.418
6015528,0.423
6016542,0.418
6017556,0.435
6018570,0.449
6019584,0.398
6020598,0.425
6021612,0.424
6022626,0.432
6023640,0.421
6024654,0.415
6025668,0.423
6026682,0.424
6027696,0.418
6028710,0.417
6029724,0.425
6030738,0.421
6031752,0.414
6032770,0.442
6033784,0.426
6034798,0.418
6035812,0.424
6036826,0.413
6037840,0.418
6038854,0.408
6039868,0.422
6040882,0.426
6041896,0.423
6042910,0.418
6043924,0.413
6044938,0.414
6045952,0.415
6046966,0.419
6047980,0.419
6048994,0.424
6050008,0.425
6051022,0.426
6052036,0.422
6053050,0.424
6054064,0.442
6055078,0.419
6056092,0.431
6057115,0.426
6058133,0.422
6059147,0.425
6060161,0.423
6061175,0.418
6062189,0.417
6063203,0.411
6064217,0.427
6065231,0.423
6066245,0.399
6067259,0.419
6068298,0.407
6069320,0.423
6070334,0.43
6071348,0.406
6072362,0.422
6073376,0.426
6074390,0.435
6075404,0.423
6076418,0.423
6077432,0.414
6078446,0.423
6079460,0.412
6080474,0.419
6081488,0.426
6082506,0.422
6083520,0.418
6084534,0.426
6085548,0.424
6086562,0.425
6087576,0.419
6088590,0.417
6089604,0.425
6090618,0.414
6091632,0.417
6092646,0.423
6093660,0.422
6094674,0.423
6095688,0.421
6096702,0.423
6097716,0.421
6098730,0.407
6099744,0.413
6100758,0.424
6101772,0.424
6102786,0.422
6103800,0.416
6104814,0.401
6105828,0.432
6106846,0.418
6107860,0.417
6108874,0.41
6109888,0.415
6110902,0.422
6111916,0.412
6112930,0.412
6113944,0.422
6114958,0.436
6115972,0.422
6116986,0.407
6118000,0.423
6119014,0.412
6120028,0.428
6121042,0.434
6122056,0.426
6123070,0.416
6124084,0.432
6125098,0.418
6126112,0.418
6127126,0.418
6128140,0.437
6129154,0.423
6130168,0.431
6131182,0.422
6132200,0.412
6133214,0.414
6134228,0.423
6135242,0.424
6136256,0.426
6137280,0.423
6138294,0.412
6139308,0.426
6140322,0.424
6141336,0.417
6142350,0.428
6143364,0.416
6144378,0.433
6145392,0.423
6146406,0.409
6147420,0.427
6148434,0.406
6149448,0.425
6150462,0.417
6151476,0.438
6152490,0.418
6153504,0.418
6154518,0.422
6155532,0.416
6156550,0.411
6157564,0.421
6158578,0.426
6159592,0.428
6160606,0.437
6161620,0.441
6162634,0.418
6163648,0.418
6164662,0.411
6165676,0.41
6166690,0.428
6167704,0.409
6168718,0.416
6169732,0.418
6170746,0.422
6171760,0.415
6172774,0.418
6173788,0.424
6174802,0.423
6175816,0.425
6176830,0.413
6177844,0.429
6178858,0.417
6179872,0.424
6180890,0.413
6181904,0.423
6182918,0.409
6183932,0.409
6184946,0.418
6185960,0.427
6186974,0.404
6187988,0.422
6189002,0.415
6190016,0.434
6191030,0.421
6192044,0.425
6193058,0.419
6194072,0.411
6195086,0.421
6196100,0.422
6197114,0.423
6198128,0.415
6199142,0.422
6200156,0.414
6201170,0.422
6202184,0.421
6203198,0.418
6204212,0.431
6205226,0.425
6206244,0.409
6207258,0.427
6208272,0.411
6209286,0.418
6210300,0.421
6211314,0.422
6212328,0.429
6213342,0.426
6214356,0.4
6215370,0.422
6216384,0.411
6217398,0.418
6218412,0.411
6219426,0.422
6220440,0.424
6221454,0.41
6222468,0.418
6223482,0.429
6224496,0.41
6225510,0.421
6226524,0.438
6227538,0.427
6228552,0.423
6229566,0.435
6230584,0.422
6231598,0.414
6232612,0.428
6233626,0.426
6234640,0.416
6235654,0.429
6236668,0.406
6237682,0.423
6238696,0.415
6239710,0.407
6240724,0.433
6241738,0.409
6242752,0.402
6243766,0.425
6244780,0.421
6245794,0.42
6246808,0.416
6247822,0.409
6248836,0.422
6249850,0.416
6250864,0.422
6251878,0.421
6252892,0.41
6253906,0.415
6254920,0.422
6255937,0.411
6256951,0.422
6257965,0.418
6258979,0.407
6259993,0.412
6261007,0.422
6262021,0.415
6263035,0.41
6264049,0.412
6265063,0.422
6266077,0.417
6267091,0.434
6268105,0.407
6269119,0.422
6270133,0.421
6271147,0.402
6272161,0.409
6273175,0.426
6274189,0.423
6275203,0.414
6276217,0.414
6277231,0.416
6278245,0.403
6279259,0.422
6280277,0.417
6281291,0.404
6282305,0.418
6283319,0.415
6284333,0.421
6285347,0.416
6286361,0.416
6287375,0.42
6288389,0.414
6289403,0.426
6290418,0.426
6291432,0.415
6292446,0.409
6293485,0.416
6294499,0.422
6295513,0.431
6296527,0.414
6297541,0.434
6298565,0.411
6299579,0.417
6300593,0.408
6301607,0.413
6302621,0.414
6303635,0.429
6304653,0.419
6305667,0.429
6306681,0.41
6307695,0.402
6308709,0.429
6309723,0.422
6310737,0.417
6311751,0.421
6312772,0.422
6313786,0.421
6314800,0.411
6315814,0.409
6316828,0.42
6317842,0.399
6318856,0.442
6319870,0.407
6320884,0.421
6321898,0.418
6322912,0.422
6323926,0.413
6324940,0.422
6325954,0.422
6326968,0.411
6327982,0.411
6328996,0.426
6330014,0.414
6331028,0.408
6332042,0.425
6333056,0.413
6334070,0.421
6335084,0.408
6336098,0.406
6337112,0.42
6338126,0.417
6339140,0.421
6340154,0.41
6341168,0.42
6342182,0.417
6343196,0.414
6344210,0.433
6345224,0.409
6346238,0.407
6347252,0.41
6348266,0.4
6349280,0.417
6350294,0.415
6351308,0.42
6352322,0.422
6353336,0.41
6354354,0.424
6355368,0.415
6356382,0.427
6357396,0.42
6358410,0.398
6359424,0.413
6360438,0.422
6361452,0.416
6362466,0.421
6363480,0.425
6364494,0.424
6365508,0.42
6366522,0.409
6367536,0.427
6368550,0.415
6369564,0.411
6370578,0.404
6371592,0.419
6372606,0.41
6373620,0.422
6374634,0.425
6375648,0.417
6376662,0.421
6377676,0.399
6378688,0.427
6379711,0.426
6380725,0.423
6381739,0.402
6382753,0.421
6383767,0.416
6384781,0.413
6385795,0.422
6386809,0.408
6387823,0.421
6388837,0.42
6389851,0.407
6390865,0.42
6391889,0.416
6392903,0.404
6393917,0.412
6394931,0.426
6395945,0.406
6396959,0.415
6397973,0.422
6398987,0.419
6400001,0.414
6401015,0.421
6402029,0.412
6403043,0.417
6404060,0.416
6405074,0.431
6406088,0.426
6407102,0.438
6408116,0.414
6409130,0.409
6410144,0.421
6411158,0.406
6412172,0.422
6413186,0.409
6414200,0.407
6415214,0.407
6416228,0.419
6417242,0.421
6418256,0.409
6419270,0.422
6420284,0.421
6421298,0.419
6422312,0.412
6423326,0.421
6424340,0.421
6425354,0.421
6426368,0.422
6427382,0.429
6428399,0.424
6429413,0.406
6430427,0.415
6431441,0.422
6432455,0.428
6433469,0.429
6434483,0.422
6435497,0.421
6436511,0.426
6437525,0.422
6438539,0.41
6439553,0.419
6440567,0.421
6441581,0.425
6442595,0.414
6443609,0.424
6444623,0.414
6445637,0.403
6446651,0.417
6447665,0.425
6448679,0.414
6449693,0.426
6450707,0.415
6451721,0.412
6452735,0.415
6453752,0.412
6454766,0.426
6455780,0.422
6456794,0.423
6457808,0.414
6458822,0.423
6459836,0.414
6460850,0.409
6461864,0.419
6462878,0.415
6463892,0.416
6464906,0.422
6465920,0.417
6466934,0.424
6467948,0.422
6468962,0.41
6469976,0.426
6470990,0.429
6472004,0.423
6473018,0.413
6474032,0.411
6475046,0.424
6476060,0.419
6477074,0.402
6478092,0.414
6479106,0.419
6480120,0.415
6481134,0.419
6482148,0.421
6483162,0.421
6484176,0.415
6485190,0.414
6486204,0.412
6487218,0.433
6488232,0.413
6489246,0.413
6490260,0.415
6491274,0.411
6492288,0.412
6493302,0.411
6494316,0.421
6495330,0.406
6496344,0.419
6497358,0.42
6498372,0.411
6499386,0.42
6500400,0.414
6501414,0.419
6502446,0.422
6503460,0.423
6504474,0.411
6505488,0.429
6506502,0.434
6507516,0.403
6508530,0.419
6509544,0.416
6510558,0.409
6511572,0.409
6512586,0.413
6513600,0.42
6514614,0.428
6515628,0.416
6516642,0.426
6517656,0.405
6518695,0.411
6519709,0.411
6520723,0.422
6521737,0.414
6522751,0.413
6523765,0.419
6524779,0.423
6525793,0.415
6526807,0.418
6527824,0.405
6528838,0.419
6529852,0.406
6530866,0.425
6531880,0.416
6532894,0.408
6533908,0.423
6534922,0.439
6535936,0.42
6536950,0.42
6537964,0.41
6538978,0.414
6539992,0.423
6541006,0.423
6542029,0.418
6543043,0.423
6544057,0.418
6545071,0.421
6546085,0.423
6547099,0.424
6548113,0.395
6549127,0.415
6550141,0.421
6551155,0.426
6552180,0.426
6553194,0.427
6554208,0.419
6555222,0.414
6556236,0.419
6557250,0.414
6558264,0.408
6559278,0.411
6560292,0.421
6561306,0.416
6562320,0.428
6563334,0.421
6564348,0.419
6565362,0.411
6566376,0.411
6567390,0.409
6568404,0.419
6569418,0.424
6570432,0.418
6571446,0.43
6572460,0.423
6573474,0.418
6574488,0.414
6575502,0.418
6576516,0.418
6577534,0.42
6578548,0.426
6579562,0.418
6580576,0.414
6581590,0.41
6582604,0.407
6583618,0.418
6584632,0.414
6585646,0.414
6586660,0.422
6587674,0.415
6588688,0.433
6589702,0.414
6590716,0.412
6591730,0.426
6592744,0.408
6593758,0.413
6594772,0.407
6595786,0.414
6596800,0.421
6597814,0.419
6598828,0.415
6599842,0.414
6600856,0.415
6601874,0.414
6602888,0.413
6603902,0.414
6604916,0.418
6605930,0.414
6606944,0.415
6607958,0.401
6608972,0.424
6609986,0.426
6611000,0.412
6612014,0.42
6613028,0.431
6614042,0.425
6615056,0.42
6616070,0.413
6617084,0.414
6618098,0.415
6619112,0.415
6620126,0.402
6621140,0.408
6622154,0.428
6623168,0.418
6624182,0.406
6625196,0.414
6626213,0.4
6627227,0.421
6628241,0.419
6629255,0.43
6630269,0.409
6631283,0.411
6632297,0.414
6633311,0.434
6634325,0.418
6635339,0.418
6636353,0.418
6637367,0.411
6638381,0.42
6639395,0.413
6640409,0.414
6641423,0.421
6642437,0.414
6643451,0.42
6644465,0.419
6645489,0.418
6646503,0.412
6647517,0.418
6648531,0.414
6649545,0.419
6650559,0.415
6651576,0.41
6652590,0.41
6653604,0.418
6654618,0.418
6655632,0.418
6656646,0.404
6657660,0.419
6658674,0.412
6659688,0.413
6660702,0.419
6661716,0.402
6662730,0.422
6663744,0.417
6664758,0.412
6665772,0.418
6666786,0.416
6667800,0.403
6668814,0.42
6669828,0.43
6670842,0.418
6671856,0.42
6672870,0.405
6673884,0.412
6674898,0.629
6675916,0.419
6676930,0.422
6677944,0.411
6678958,0.404
6679972,0.41
6680986,0.421
6682000,0.427
6683014,0.406
6684028,0.424
6685042,0.416
6686056,0.413
6687070,0.423
6688084,0.413
6689098,0.418
6690112,0.418
6691126,0.406
6692140,0.413
6693154,0.409
6694168,0.417
6695182,0.412
6696196,0.411
6697210,0.419
6698224,0.418
6699238,0.418
6700255,0.419
6701269,0.417
6702283,0.412
6703297,0.417
6704311,0.411
6705325,0.411
6706339,0.41
6707353,0.411
6708367,0.417
6709381,0.418
6710395,0.411
6711409,0.413
6712423,0.417
6713437,0.426
6714451,0.411
6715465,0.413
6716479,0.393
6717493,0.418
6718507,0.402
6719521,0.413
6720535,0.411
6721549,0.41
6722563,0.43
6723577,0.421
6724591,0.421
6725609,0.417
6726623,0.419
6727637,0.417
6728651,0.412
6729665,0.41
6730679,0.408
6731693,0.424
6732707,0.42
6733721,0.421
6734735,0.423
6735749,0.416
6736763,0.413
6737777,0.406
6738791,0.416
6739805,0.421
6740819,0.411
6741833,0.411
6742847,0.41
6743886,0.417
6744900,0.415
6745914,0.417
6746928,0.419
6747942,0.41
6748956,0.406
6749974,0.413
6750988,0.418
6752002,0.423
6753016,0.411
6754030,0.41
6755044,0.412
6756058,0.416
6757072,0.42
6758086,0.411
6759100,0.416
6760114,0.417
6761128,0.409
6762142,0.418
6763156,0.422
6764170,0.417
6765184,0.411
6766198,0.41
6767212,0.427
6768226,0.412
6769240,0.416
6770254,0.415
6771268,0.409
6772282,0.418
6773296,0.417
6774310,0.416
