ms,electrode
12873902,0.449
12874916,0.442
12875930,0.449
12876944,0.452
12877958,0.445
12878972,0.445
12879986,0.448
12881000,0.441
12882014,0.449
12883028,0.441
12884042,0.450
12885056,0.443
12886070,0.443
12887122,0.442
12888136,0.446
12889150,0.442
12890164,0.447
12891178,0.446
12892192,0.449
12893206,0.451
12894223,0.442
12895237,0.452
12896251,0.443
12897266,0.452
12898280,0.449
12899294,0.441
12900308,0.444
12901322,0.448
12902336,0.443
12903350,0.453
12904364,0.454
12905379,0.453
12906394,0.452
12907408,0.451
12908422,0.447
12909436,0.452
12910450,0.441
12911464,0.446
12912478,0.443
12913492,0.445
12914507,0.449
12915522,0.447
12916536,0.451
12917550,0.452
12918564,0.452
12919578,0.444
12920592,0.442
12921606,0.451
12922620,0.451
12923635,0.438
12924649,0.450
12925663,0.443
12926681,0.446
12927695,0.453
12928709,0.442
12929723,0.446
12930737,0.447
12931751,0.448
12932765,0.455
12933780,0.453
12934794,0.440
12935808,0.452
12936822,0.447
12937836,0.440
12938850,0.440
12939864,0.451
12940878,0.450
12941893,0.446
12942907,0.444
12943921,0.449
12944935,0.445
12945949,0.450
12946963,0.448
12947977,0.446
12948991,0.449
12950014,0.445
12951028,0.444
12952042,0.446
12953056,0.442
12954070,0.454
12955084,0.448
12956098,0.443
12957112,0.449
12958126,0.453
12959144,0.437
12960158,0.442
12961172,0.447
12962186,0.447
12963200,0.453
12964214,0.446
12965228,0.442
12966242,0.454
12967256,0.442
12968270,0.449
12969285,0.449
12970300,0.447
12971314,0.449
12972328,0.441
12973351,0.442
12974365,0.448
12975379,0.453
12976393,0.444
12977407,0.446
12978421,0.445
12979435,0.450
12980449,0.442
12981463,0.451
12982477,0.449
12983491,0.449
12984505,0.440
12985519,0.447
12986533,0.449
12987547,0.445
12988562,0.449
12989577,0.450
12990591,0.448
12991609,0.451
12992623,0.450
12993637,0.447
12994651,0.452
12995665,0.445
12996679,0.444
12997693,0.449
12998707,0.448
12999721,0.438
13000735,0.443
13001749,0.446
13002763,0.439
13003777,0.447
13004791,0.445
13005805,0.445
13006820,0.438
13007835,0.442
13008849,0.449
13009863,0.442
13010877,0.443
13011891,0.448
13012905,0.452
13013919,0.453
13014933,0.447
13015948,0.444
13016962,0.447
13017976,0.442
13018990,0.448
13020004,0.445
13021018,0.446
13022032,0.451
13023046,0.447
13024064,0.449
13025078,0.453
13026093,0.442
13027107,0.447
13028121,0.446
13029135,0.449
13030149,0.449
13031163,0.452
13032177,0.454
13033191,0.453
13034205,0.451
13035219,0.445
13036233,0.442
13037247,0.443
13038261,0.450
13039275,0.444
13040289,0.443
13041303,0.449
13042317,0.439
13043331,0.450
13044345,0.454
13045359,0.452
13046373,0.447
13047387,0.449
13048401,0.449
13049415,0.442
13050429,0.453
13051443,0.445
13052457,0.444
13053471,0.444
13054485,0.445
13055499,0.453
13056517,0.449
13057531,0.451
13058545,0.446
13059559,0.449
13060573,0.449
13061588,0.448
13062602,0.441
13063616,0.449
13064630,0.450
13065644,0.452
13066658,0.445
13067672,0.445
13068686,0.451
13069701,0.447
13070715,0.447
13071729,0.447
13072743,0.452
13073757,0.440
13074771,0.454
13075785,0.453
13076799,0.442
13077813,0.441
13078827,0.445
13079841,0.449
13080855,0.444
13081869,0.450
13082883,0.442
13083897,0.448
13084911,0.452
13085963,0.446
13086977,0.451
13087991,0.442
13089009,0.452
13090023,0.453
13091037,0.442
13092051,0.453
13093065,0.442
13094079,0.441
13095094,0.444
13096109,0.447
13097123,0.442
13098147,0.450
13099161,0.448
13100175,0.454
13101189,0.449
13102203,0.450
13103217,0.447
13104231,0.448
13105245,0.446
13106260,0.449
13107274,0.430
13108288,0.448
13109302,0.448
13110316,0.445
13111330,0.454
13112344,0.449
13113358,0.448
13114372,0.444
13115386,0.449
13116400,0.453
13117414,0.449
13118428,0.454
13119442,0.443
13120456,0.446
13121474,0.447
13122488,0.444
13123502,0.446
13124516,0.442
13125530,0.453
13126544,0.447
13127558,0.444
13128572,0.449
13129586,0.443
13130600,0.449
13131614,0.453
13132628,0.448
13133642,0.449
13134656,0.454
13135670,0.450
13136684,0.450
13137698,0.455
13138712,0.452
13139726,0.453
13140740,0.443
13141755,0.449
13142769,0.448
13143783,0.449
13144797,0.449
13145811,0.439
13146825,0.450
13147839,0.449
13148853,0.443
13149868,0.453
13150882,0.449
13151896,0.449
13152910,0.448
13153937,0.449
13154951,0.452
13155965,0.451
13156979,0.453
13157993,0.461
13159007,0.448
13160021,0.457
13161035,0.452
13162049,0.453
13163063,0.453
13164077,0.454
13165091,0.450
13166105,0.450
13167119,0.451
13168133,0.453
13169147,0.454
13170162,0.456
13171177,0.457
13172191,0.456
13173205,0.458
13174219,0.455
13175233,0.462
13176247,0.445
13177261,0.454
13178275,0.445
13179290,0.456
13180304,0.450
13181318,0.449
13182332,0.456
13183346,0.445
13184360,0.450
13185374,0.460
13186392,0.453
13187406,0.446
13188420,0.446
13189434,0.450
13190448,0.450
13191470,0.453
13192484,0.452
13193498,0.457
13194512,0.448
13195526,0.447
13196540,0.451
13197554,0.456
13198569,0.450
13199583,0.457
13200597,0.446
13201611,0.453
13202625,0.452
13203639,0.449
13204653,0.449
13205667,0.453
13206681,0.454
13207695,0.448
13208709,0.458
13209723,0.446
13210737,0.449
13211751,0.453
13212765,0.448
13213779,0.457
13214793,0.458
13215808,0.453
13216822,0.453
13217845,0.446
13218863,0.451
13219877,0.449
13220891,0.447
13221905,0.444
13222919,0.456
13223933,0.455
13224947,0.453
13225961,0.449
13226976,0.452
13227990,0.449
13229004,0.447
13230018,0.457
13231032,0.449
13232046,0.446
13233060,0.451
13234074,0.449
13235088,0.453
13236102,0.449
13237116,0.445
13238130,0.445
13239144,0.452
13240158,0.453
13241172,0.455
13242186,0.453
13243200,0.452
13244214,0.447
13245228,0.445
13246242,0.448
13247256,0.447
13248270,0.455
13249284,0.444
13250298,0.451
13251360,0.445
13252374,0.449
13253388,0.446
13254402,0.456
13255416,0.457
13256430,0.442
13257444,0.450
13258458,0.450
13259472,0.451
13260486,0.447
13261500,0.453
13262514,0.449
13263528,0.457
13264542,0.448
13265556,0.452
13266570,0.456
13267584,0.453
13268598,0.450
13269612,0.451
13270626,0.447
13271640,0.450
13272654,0.449
13273668,0.456
13274682,0.447
13275696,0.444
13276710,0.454
13277724,0.451
13278738,0.443
13279753,0.453
13280767,0.455
13281819,0.450
13282833,0.450
13283851,0.451
13284865,0.452
13285879,0.446
13286893,0.453
13287907,0.447
13288922,0.443
13289936,0.450
13290950,0.450
13291964,0.449
13292978,0.452
13293992,0.449
13295006,0.453
13296020,0.449
13297034,0.452
13298048,0.449
13299062,0.448
13300076,0.457
13301090,0.457
13302104,0.446
13303118,0.449
13304132,0.457
13305146,0.455
13306161,0.449
13307175,0.448
13308189,0.449
13309203,0.450
13310217,0.452
13311231,0.455
13312245,0.445
13313259,0.444
13314274,0.447
13315289,0.449
13316307,0.450
13317321,0.457
13318335,0.451
13319349,0.454
13320363,0.450
13321377,0.446
13322391,0.450
13323405,0.445
13324419,0.449
13325433,0.448
13326447,0.451
13327461,0.453
13328475,0.451
13329489,0.446
13330503,0.448
13331517,0.453
13332532,0.447
13333547,0.450
13334561,0.454
13335575,0.455
13336589,0.449
13337603,0.456
13338617,0.451
13339631,0.449
13340645,0.441
13341660,0.445
13342674,0.451
13343688,0.447
13344702,0.444
13345716,0.445
13346730,0.442
13347744,0.445
13348762,0.442
13349776,0.454
13350790,0.447
13351814,0.445
13352828,0.442
13353842,0.453
13354856,0.447
13355870,0.453
13356884,0.449
13357898,0.451
13358912,0.451
13359926,0.449
13360940,0.451
13361954,0.452
13362968,0.456
13363982,0.449
13364996,0.454
13366010,0.442
13367024,0.448
13368038,0.446
13369052,0.449
13370067,0.453
13371081,0.444
13372095,0.455
13373109,0.449
13374123,0.449
13375137,0.443
13376151,0.448
13377165,0.454
13378179,0.454
13379193,0.444
13380207,0.436
13381225,0.442
13382239,0.448
13383253,0.445
13384267,0.456
13385281,0.453
13386295,0.450
13387309,0.449
13388323,0.455
13389337,0.447
13390351,0.448
13391365,0.450
13392379,0.447
13393393,0.449
13394407,0.450
13395421,0.446
13396436,0.449
13397450,0.444
13398464,0.442
13399478,0.445
13400492,0.449
13401506,0.454
13402520,0.449
13403534,0.450
13404548,0.442
13405562,0.450
13406576,0.451
13407590,0.447
13408604,0.449
13409618,0.448
13410632,0.450
13411646,0.445
13412660,0.457
13413678,0.450
13414692,0.447
13415706,0.451
13416720,0.447
13417734,0.449
13418748,0.449
13419762,0.457
13420776,0.451
13421790,0.449
13422804,0.456
13423818,0.451
13424832,0.450
13425846,0.454
13426860,0.444
13427874,0.450
13428888,0.444
13429902,0.446
13430916,0.453
13431930,0.453
13432944,0.447
13433958,0.442
13434972,0.448
13435994,0.453
13437008,0.454
13438022,0.449
13439036,0.453
13440050,0.451
13441064,0.451
13442078,0.450
13443092,0.450
13444106,0.448
13445120,0.457
13446138,0.443
13447152,0.444
13448166,0.448
13449180,0.444
13450194,0.453
13451208,0.445
13452222,0.449
13453236,0.449
13454250,0.450
13455264,0.453
13456278,0.449
13457292,0.450
13458306,0.449
13459320,0.456
13460334,0.448
13461357,0.444
13462371,0.446
13463385,0.453
13464399,0.450
13465413,0.454
13466427,0.457
13467441,0.452
13468455,0.450
13469470,0.452
13470484,0.446
13471498,0.455
13472512,0.453
13473526,0.455
13474540,0.466
13475554,0.457
13476568,0.443
13477582,0.453
13478600,0.448
13479614,0.449
13480666,0.449
13481680,0.449
13482694,0.441
13483708,0.445
13484722,0.449
13485736,0.445
13486750,0.449
13487764,0.449
13488778,0.456
13489792,0.451
13490806,0.448
13491820,0.456
13492834,0.444
13493848,0.452
13494862,0.453
13495876,0.443
13496890,0.453
13497904,0.447
13498918,0.453
13499932,0.445
13500946,0.445
13501960,0.448
13502974,0.454
13503988,0.450
13505002,0.449
13506016,0.450
13507030,0.449
13508044,0.445
13509058,0.453
13510072,0.450
13511090,0.445
13512104,0.449
13513118,0.457
13514132,0.448
13515146,0.451
13516160,0.447
13517174,0.451
13518188,0.443
13519202,0.454
13520216,0.447
13521230,0.437
13522244,0.451
13523258,0.447
13524272,0.446
13525286,0.452
13526300,0.452
13527314,0.446
13528328,0.450
13529342,0.448
13530356,0.457
13531370,0.446
13532384,0.445
13533398,0.442
13534412,0.448
13535426,0.450
13536440,0.452
13537454,0.449
13538468,0.446
13539482,0.450
13540496,0.449
13541510,0.451
13542524,0.453
13543542,0.447
13544556,0.449
13545570,0.442
13546584,0.449
13547598,0.450
13548612,0.452
13549626,0.450
13550640,0.457
13551654,0.454
13552668,0.449
13553682,0.448
13554696,0.448
13555710,0.453
13556724,0.445
13557738,0.449
13558752,0.445
13559766,0.455
13560780,0.442
13561794,0.447
13562808,0.450
13563822,0.448
13564836,0.455
13565851,0.452
13566865,0.448
13567879,0.451
13568893,0.453
13569907,0.449
13570921,0.447
13571935,0.453
13572949,0.446
13573963,0.452
13574977,0.452
13575995,0.450
13577009,0.450
13578023,0.442
13579037,0.449
13580051,0.445
13581065,0.456
13582079,0.449
13583093,0.454
13584107,0.445
13585121,0.452
13586135,0.442
13587149,0.441
13588163,0.445
13589177,0.453
13590191,0.442
13591205,0.452
13592219,0.451
13593233,0.450
13594247,0.451
13595261,0.445
13596275,0.442
13597289,0.448
13598303,0.449
13599317,0.454
13600331,0.449
13601345,0.454
13602359,0.453
13603373,0.453
13604387,0.448
13605411,0.440
13606425,0.448
13607439,0.441
13608457,0.451
13609471,0.444
13610485,0.449
13611499,0.446
13612513,0.447
13613527,0.449
13614541,0.450
13615555,0.446
13616569,0.457
13617583,0.448
13618597,0.445
13619611,0.453
13620625,0.447
13621639,0.450
13622653,0.453
13623667,0.449
13624681,0.444
13625695,0.443
13626709,0.453
13627723,0.451
13628738,0.449
13629752,0.442
13630766,0.445
13631780,0.451
13632794,0.448
13633808,0.443
13634822,0.452
13635836,0.441
13636850,0.452
13637864,0.449
13638878,0.445
13639892,0.447
13640910,0.450
13641924,0.448
13642938,0.453
13643952,0.446
13644966,0.450
13645980,0.454
13646994,0.449
13648008,0.453
13649022,0.449
13650036,0.445
13651050,0.455
13652064,0.452
13653078,0.443
13654092,0.442
13655107,0.453
13656121,0.449
13657135,0.454
13658149,0.448
13659163,0.452
13660177,0.444
13661191,0.454
13662205,0.454
13663219,0.450
13664233,0.449
13665247,0.455
13666261,0.449
13667275,0.443
13668289,0.442
13669303,0.444
13670317,0.452
13671331,0.453
13672345,0.443
13673363,0.449
13674377,0.446
13675391,0.442
13676405,0.438
13677419,0.446
13678433,0.453
13679494,0.446
13680508,0.451
13681522,0.443
13682536,0.455
13683550,0.450
13684564,0.454
13685578,0.449
13686592,0.449
13687606,0.452
13688620,0.447
13689634,0.453
13690648,0.448
13691662,0.440
13692676,0.449
13693690,0.448
13694704,0.442
13695718,0.442
13696732,0.442
13697746,0.442
13698760,0.455
13699774,0.448
13700788,0.453
13701802,0.449
13702816,0.454
13703830,0.448
13704844,0.450
13705871,0.448
13706885,0.452
13707899,0.446
13708913,0.446
13709927,0.445
13710941,0.445
13711955,0.454
13712969,0.449
13713983,0.445
13714997,0.445
13716011,0.453
13717025,0.450
13718039,0.456
13719053,0.449
13720067,0.452
13721081,0.450
13722095,0.454
13723109,0.454
13724123,0.449
13725137,0.443
13726151,0.442
13727165,0.444
13728180,0.453
13729194,0.448
13730208,0.452
13731222,0.451
13732236,0.453
13733250,0.448
13734264,0.441
13735278,0.445
13736292,0.447
13737306,0.453
13738324,0.442
13739338,0.446
13740352,0.442
13741366,0.455
13742380,0.442
13743394,0.449
13744408,0.453
13745422,0.454
13746436,0.449
13747450,0.446
13748464,0.454
13749478,0.452
13750492,0.453
13751506,0.448
13752520,0.450
13753534,0.457
13754548,0.449
13755562,0.457
13756576,0.443
13757590,0.458
13758604,0.451
13759618,0.449
13760632,0.453
13761646,0.455
13762660,0.452
13763674,0.450
13764688,0.442
13765702,0.451
13766716,0.441
13767730,0.444
13768744,0.442
13769758,0.449
13770776,0.442
13771790,0.454
13772804,0.443
13773818,0.451
13774832,0.449
13775846,0.441
13776860,0.449
13777874,0.443
13778888,0.443
13779902,0.442
13780916,0.445
13781930,0.453
13782944,0.446
13783958,0.444
13784972,0.452
13785986,0.455
13787000,0.444
13788014,0.457
13789028,0.452
13790042,0.451
13791056,0.442
13792070,0.452
13793084,0.453
13794098,0.440
13795112,0.448
13796126,0.449
13797140,0.448
13798154,0.451
13799168,0.449
13800182,0.448
13801196,0.450
13802210,0.449
13803228,0.453
13804242,0.444
13805256,0.450
13806270,0.442
13807285,0.453
13808299,0.443
13809313,0.449
13810327,0.442
13811341,0.456
13812355,0.449
13813369,0.441
13814383,0.449
13815397,0.449
13816411,0.451
13817425,0.442
13818439,0.449
13819453,0.451
13820467,0.449
13821481,0.446
13822495,0.457
13823509,0.454
13824523,0.457
13825537,0.449
13826551,0.449
13827565,0.457
13828579,0.442
13829593,0.450
13830607,0.450
13831621,0.455
13832635,0.448
13833649,0.453
13834663,0.454
13835681,0.455
13836695,0.456
13837709,0.456
13838723,0.451
13839737,0.452
13840751,0.451
13841765,0.457
13842779,0.449
13843793,0.449
13844807,0.457
13845821,0.453
13846835,0.451
13847849,0.451
13848863,0.449
13849877,0.450
13850891,0.451
13851905,0.450
13852919,0.446
13853933,0.451
13854947,0.449
13855961,0.455
13856975,0.454
13857989,0.449
13859013,0.441
13860027,0.442
13861041,0.446
13862055,0.452
13863069,0.451
13864083,0.453
13865097,0.445
13866111,0.447
13867125,0.441
13868143,0.449
13869157,0.453
13870171,0.449
13871185,0.457
13872199,0.450
13873213,0.443
13874227,0.443
13875241,0.449
13876255,0.449
13877269,0.448
13878321,0.442
13879335,0.454
13880349,0.451
13881363,0.446
13882377,0.450
13883391,0.442
13884405,0.448
13885419,0.442
13886433,0.441
13887447,0.450
13888461,0.445
13889475,0.448
13890489,0.449
13891503,0.455
13892517,0.446
13893531,0.446
13894545,0.451
13895559,0.449
13896573,0.454
13897587,0.447
13898601,0.455
13899615,0.444
13900633,0.443
13901647,0.442
13902661,0.446
13903675,0.449
13904689,0.445
13905703,0.452
13906717,0.446
13907731,0.451
13908745,0.451
13909759,0.446
13910773,0.444
13911787,0.456
13912801,0.445
13913815,0.443
13914829,0.448
13915843,0.450
13916857,0.451
13917871,0.447
13918885,0.450
13919899,0.447
13920913,0.449
13921927,0.452
13922941,0.452
13923955,0.449
13924977,0.453
13925991,0.455
13927005,0.455
13928019,0.445
13929033,0.445
13930047,0.454
13931061,0.449
13932075,0.445
13933092,0.449
13934106,0.447
13935120,0.453
13936134,0.451
13937148,0.453
13938162,0.443
13939177,0.454
13940191,0.450
13941205,0.447
13942219,0.449
13943233,0.451
13944247,0.456
13945261,0.450
13946275,0.453
13947290,0.453
13948304,0.448
13949318,0.451
13950341,0.454
13951356,0.449
13952370,0.449
13953384,0.443
13954398,0.450
13955412,0.443
13956426,0.454
13957440,0.442
13958454,0.445
13959469,0.451
13960484,0.447
13961498,0.447
13962512,0.446
13963526,0.451
13964540,0.449
13965558,0.441
13966572,0.443
13967586,0.449
13968600,0.446
13969614,0.452
13970628,0.446
13971642,0.449
13972656,0.453
13973670,0.442
13974684,0.444
13975698,0.451
13976712,0.448
13977727,0.457
13978742,0.441
13979756,0.442
13980770,0.453
13981784,0.447
13982798,0.453
13983812,0.442
13984826,0.452
13985840,0.451
13986855,0.454
13987870,0.448
13988884,0.449
13989898,0.448
13990912,0.453
13991926,0.442
13992940,0.448
13993954,0.451
13994968,0.449
13995983,0.448
13996997,0.442
13998015,0.451
13999029,0.449
14000043,0.447
14001057,0.454
14002071,0.448
14003085,0.446
14004099,0.451
14005113,0.440
14006128,0.443
14007142,0.454
14008156,0.457
14009170,0.443
14010184,0.449
14011198,0.440
14012212,0.452
14013226,0.449
14014241,0.441
14015256,0.440
14016270,0.439
14017284,0.445
14018298,0.447
14019312,0.446
14020326,0.449
14021340,0.442
14022354,0.452
14023369,0.455
14024383,0.449
14025397,0.449
14026411,0.447
14027425,0.447
14028439,0.452
14029453,0.445
14030471,0.454
14031485,0.446
14032499,0.452
14033514,0.443
14034528,0.447
14035542,0.441
14036556,0.452
14037570,0.450
14038584,0.451
14039598,0.453
14040612,0.447
14041627,0.442
14042641,0.454
14043655,0.451
14044669,0.453
14045683,0.449
14046697,0.455
14047711,0.446
14048725,0.456
14049739,0.445
14050753,0.449
14051767,0.447
14052781,0.446
14053795,0.449
14054809,0.445
14055823,0.448
14056838,0.451
14057852,0.446
14058866,0.455
14059880,0.445
14060894,0.451
14061908,0.447
14062926,0.448
14063940,0.458
14064954,0.452
14065968,0.447
14066982,0.457
14067996,0.452
14069011,0.449
14070025,0.452
14071039,0.458
14072053,0.451
14073067,0.453
14074081,0.446
14075095,0.449
14076109,0.445
14077162,0.453
14078176,0.451
14079190,0.453
14080204,0.460
14081218,0.458
14082232,0.449
14083246,0.450
14084260,0.459
14085274,0.458
14086288,0.450
14087302,0.456
14088316,0.448
14089330,0.453
14090344,0.453
14091358,0.446
14092372,0.452
14093387,0.449
14094401,0.457
14095419,0.448
14096433,0.454
14097447,0.450
14098461,0.455
14099475,0.450
14100489,0.455
14101503,0.450
14102517,0.456
14103531,0.452
14104545,0.460
14105559,0.449
14106573,0.454
14107587,0.449
14108601,0.451
14109615,0.453
14110629,0.450
14111643,0.447
14112667,0.450
14113681,0.449
14114695,0.445
14115709,0.446
14116723,0.448
14117737,0.444
14118751,0.453
14119765,0.450
14120779,0.454
14121793,0.451
14122807,0.460
14123821,0.449
14124835,0.459
14125849,0.454
14126863,0.453
14127881,0.457
14128895,0.442
14129909,0.449
14130923,0.457
14131937,0.448
14132951,0.449
14133965,0.449
14134979,0.443
14135993,0.455
14137007,0.452
14138021,0.449
14139035,0.450
14140050,0.442
14141064,0.450
14142078,0.444
14143092,0.454
14144106,0.450
14145120,0.457
14146134,0.451
14147148,0.449
14148162,0.457
14149176,0.453
14150190,0.450
14151204,0.448
14152218,0.456
14153232,0.447
14154246,0.450
14155260,0.450
14156274,0.454
14157289,0.447
14158303,0.455
14159317,0.445
14160335,0.449
14161349,0.457
14162363,0.451
14163377,0.443
14164391,0.449
14165405,0.458
14166419,0.451
14167433,0.449
14168447,0.450
14169469,0.449
14170483,0.457
14171497,0.453
14172511,0.444
14173525,0.448
14174539,0.450
14175553,0.443
14176568,0.453
14177582,0.442
14178596,0.456
14179610,0.448
14180624,0.454
14181638,0.451
14182652,0.444
14183666,0.453
14184680,0.454
14185694,0.453
14186708,0.454
14187722,0.457
14188736,0.454
14189750,0.448
14190764,0.455
14191778,0.456
14192796,0.449
14193820,0.457
14194834,0.446
14195848,0.449
14196862,0.458
14197876,0.458
14198890,0.449
14199904,0.446
14200918,0.449
14201932,0.454
14202946,0.450
14203960,0.454
14204974,0.458
14205988,0.453
14207002,0.449
14208016,0.457
14209030,0.450
14210044,0.449
14211058,0.457
14212072,0.457
14213086,0.446
14214101,0.457
14215115,0.446
14216129,0.447
14217143,0.458
14218157,0.453
14219171,0.449
14220185,0.458
14221199,0.451
14222213,0.453
14223227,0.449
14224241,0.449
14225259,0.453
14226273,0.451
14227287,0.456
14228301,0.453
14229315,0.452
14230329,0.446
14231343,0.452
14232357,0.457
14233371,0.444
14234385,0.455
14235399,0.458
14236413,0.455
14237427,0.451
14238441,0.457
14239455,0.454
14240470,0.457
14241484,0.444
14242498,0.449
14243512,0.449
14244526,0.445
14245540,0.457
14246554,0.449
14247568,0.457
14248583,0.449
14249598,0.454
14250612,0.448
14251626,0.446
14252640,0.451
14253654,0.447
14254668,0.457
14255682,0.452
14256696,0.452
14257714,0.448
14258728,0.446
14259742,0.451
14260756,0.449
14261770,0.453
14262784,0.452
14263798,0.454
14264812,0.447
14265826,0.447
14266841,0.453
14267856,0.450
14268870,0.454
14269884,0.458
14270898,0.450
14271912,0.449
14272926,0.452
14273940,0.445
14274954,0.445
14276007,0.452
14277021,0.450
14278035,0.443
14279049,0.460
14280063,0.453
14281077,0.446
14282091,0.453
14283105,0.446
14284119,0.457
14285134,0.447
14286148,0.449
14287162,0.454
14288176,0.449
14289190,0.454
14290208,0.447
14291222,0.449
14292236,0.448
14293250,0.456
14294264,0.446
14295278,0.450
14296292,0.454
14297306,0.458
14298320,0.456
14299334,0.458
14300348,0.454
14301362,0.457
14302377,0.449
14303392,0.452
14304406,0.458
14305420,0.452
14306434,0.451
14307448,0.456
14308462,0.452
14309476,0.458
14310490,0.446
14311504,0.453
14312518,0.451
14313532,0.449
14314546,0.452
14315560,0.451
14316574,0.450
14317588,0.445
14318602,0.449
14319616,0.456
14320630,0.453
14321644,0.453
14322662,0.446
14323676,0.456
14324690,0.453
14325704,0.448
14326718,0.459
14327732,0.454
14328746,0.453
14329760,0.451
14330774,0.449
14331788,0.449
14332802,0.454
14333816,0.458
14334830,0.451
14335844,0.457
14336859,0.458
14337873,0.457
14338887,0.452
14339901,0.449
14340915,0.451
14341929,0.452
14342943,0.446
14343957,0.454
14344971,0.462
14345985,0.455
14346999,0.452
14348013,0.448
14349027,0.461
14350041,0.447
14351055,0.453
14352069,0.449
14353083,0.459
14354097,0.453
14355115,0.454
14356129,0.447
14357143,0.460
14358157,0.454
14359171,0.453
14360185,0.452
14361199,0.446
14362213,0.446
14363227,0.456
14364241,0.451
14365255,0.453
14366279,0.452
14367293,0.458
14368307,0.459
14369321,0.459
14370335,0.460
14371349,0.448
14372363,0.457
14373377,0.450
14374391,0.455
14375405,0.453
14376419,0.459
14377433,0.450
14378447,0.455
14379461,0.455
14380475,0.449
14381489,0.451
14382503,0.462
14383518,0.457
14384532,0.460
14385546,0.453
14386560,0.452
14387578,0.460
14388592,0.459
14389606,0.456
14390620,0.459
14391634,0.451
14392648,0.453
14393662,0.454
14394676,0.461
14395690,0.457
14396704,0.459
14397718,0.455
14398732,0.462
14399746,0.456
14400760,0.459
14401774,0.462
14402788,0.457
14403802,0.451
14404816,0.462
14405830,0.459
14406844,0.453
14407858,0.461
14408872,0.448
14409887,0.453
14410901,0.457
14411915,0.450
14412929,0.462
14413943,0.450
14414965,0.460
14415979,0.449
14416993,0.455
14418007,0.459
14419021,0.449
14420039,0.457
14421053,0.458
14422067,0.457
14423081,0.454
14424095,0.458
14425109,0.457
14426123,0.453
14427137,0.452
14428151,0.452
14429166,0.450
14430181,0.458
14431195,0.444
14432209,0.452
14433223,0.457
14434237,0.448
14435251,0.450
14436265,0.456
14437279,0.453
14438303,0.453
14439317,0.450
14440332,0.457
14441346,0.450
14442360,0.449
14443374,0.453
14444388,0.456
14445402,0.453
14446416,0.456
14447430,0.453
14448444,0.451
14449458,0.445
14450472,0.454
14451486,0.451
14452504,0.452
14453518,0.453
14454532,0.447
14455546,0.444
14456560,0.454
14457574,0.453
14458588,0.447
14459602,0.445
14460616,0.448
14461630,0.456
14462644,0.451
14463658,0.457
14464672,0.455
14465686,0.453
14466701,0.451
14467715,0.446
14468729,0.455
14469743,0.452
14470757,0.453
14471771,0.453
14472785,0.449
14473799,0.450
14474852,0.447
14475866,0.451
14476880,0.450
14477894,0.451
14478908,0.445
14479922,0.451
14480936,0.451
14481950,0.449
14482964,0.452
14483979,0.455
14484997,0.454
14486011,0.449
14487025,0.452
14488039,0.449
14489053,0.434
14490067,0.452
14491081,0.449
14492095,0.458
14493109,0.453
14494123,0.453
14495137,0.458
14496151,0.457
14497165,0.456
14498179,0.457
14499193,0.450
14500207,0.450
14501221,0.451
14502235,0.454
14503249,0.455
14504263,0.445
14505277,0.457
14506291,0.444
14507305,0.447
14508319,0.451
14509333,0.452
14510347,0.458
14511361,0.457
14512375,0.450
14513389,0.447
14514403,0.456
14515417,0.442
14516431,0.456
14517449,0.444
14518463,0.449
14519478,0.447
14520492,0.447
14521506,0.449
14522520,0.444
14523534,0.452
14524548,0.451
14525562,0.451
14526576,0.444
14527590,0.448
14528604,0.451
14529618,0.448
14530632,0.447
14531646,0.450
14532660,0.450
14533674,0.453
14534688,0.452
14535702,0.449
14536716,0.449
14537730,0.448
14538744,0.453
14539758,0.452
14540772,0.456
14541786,0.446
14542800,0.456
14543814,0.456
14544828,0.448
14545842,0.449
14546856,0.451
14547870,0.453
14548884,0.452
14549902,0.450
14550916,0.456
14551930,0.446
14552944,0.450
14553958,0.453
14554972,0.453
14555986,0.449
14557000,0.449
14558014,0.451
14559028,0.453
14560042,0.446
14561056,0.444
14562070,0.454
14563084,0.446
14564098,0.444
14565112,0.445
14566126,0.448
14567140,0.457
14568154,0.447
14569168,0.450
14570182,0.452
14571196,0.453
14572210,0.452
14573224,0.447
14574238,0.453
14575252,0.449
14576266,0.449
14577280,0.453
14578294,0.447
14579308,0.442
14580323,0.449
14581337,0.445
14582355,0.451
14583369,0.448
14584383,0.446
14585397,0.442
14586411,0.446
14587425,0.444
14588439,0.452
14589453,0.446
14590467,0.453
14591481,0.441
14592495,0.450
14593509,0.442
14594523,0.447
14595537,0.455
14596551,0.441
14597565,0.446
14598579,0.444
14599593,0.446
14600607,0.444
14601621,0.449
14602635,0.445
14603649,0.444
14604663,0.449
14605677,0.447
14606691,0.448
14607705,0.448
14608719,0.449
14609733,0.441
14610747,0.449
14611761,0.455
14612775,0.449
14613789,0.447
14614807,0.456
14615821,0.452
14616835,0.447
14617849,0.443
14618863,0.442
14619887,0.443
14620901,0.443
14621915,0.435
14622929,0.448
14623943,0.453
14624957,0.447
14625971,0.453
14626985,0.454
14627999,0.451
14629013,0.450
14630027,0.447
14631041,0.445
14632055,0.453
14633069,0.450
14634083,0.451
14635097,0.442
14636111,0.449
14637125,0.457
14638139,0.444
14639153,0.444
14640167,0.441
14641181,0.445
14642195,0.445
14643209,0.449
14644223,0.444
14645237,0.449
14646251,0.443
14647269,0.454
